mean,variance,std_dev,morans_I,n,shape_r,shape_c,run,label,method,factor,pixel_size_rel
0.7537042804254348,0.00536658811056599,0.07325700042020551,0.5827938599773792,262144,512,512,4,cluster_nn,cluster,1,1.0
0.7537042804254349,0.0035480967972833064,0.059565902975471686,0.5177507032632983,65536,256,256,4,cluster_nn,cluster,2,2.0
0.7537042804254349,0.0021491123220247123,0.04635851941148156,0.467794855908368,16384,128,128,4,cluster_nn,cluster,4,4.0
0.7537042804254349,0.0012322495732585152,0.03510341255858916,0.5231904708015493,4096,64,64,4,cluster_nn,cluster,8,8.0
0.7537042804254348,0.0007530197346013805,0.027441205050095386,0.6376827418231485,1024,32,32,4,cluster_nn,cluster,16,16.0
0.7537042804254349,0.0005269003465375411,0.022954309977377695,0.5009299560543476,256,16,16,4,cluster_nn,cluster,32,32.0
0.7249434265732242,0.019968548809344188,0.14131011573607952,0.5915706732843693,262144,512,512,5,cluster_nn,cluster,1,1.0
0.7249434265732241,0.013404760209770048,0.1157789281768062,0.509409750296556,65536,256,256,5,cluster_nn,cluster,2,2.0
0.7249434265732242,0.008025706758685493,0.08958630899130454,0.3881578307478831,16384,128,128,5,cluster_nn,cluster,4,4.0
0.7249434265732242,0.004027024164691215,0.06345883834968313,0.29855989028426067,4096,64,64,5,cluster_nn,cluster,8,8.0
0.7249434265732242,0.0018142878030892545,0.04259445742217237,0.28356563037168553,1024,32,32,5,cluster_nn,cluster,16,16.0
0.7249434265732242,0.0008243988346749082,0.0287123463805191,0.30330262834402205,256,16,16,5,cluster_nn,cluster,32,32.0
0.7496369294891021,0.007108192983059378,0.08431010012483307,0.583043673913876,262144,512,512,6,cluster_nn,cluster,1,1.0
0.7496369294891022,0.004683614747645199,0.0684369399348422,0.5162808144138068,65536,256,256,6,cluster_nn,cluster,2,2.0
0.7496369294891021,0.002847881199629922,0.0533655431868722,0.4457242385124371,16384,128,128,6,cluster_nn,cluster,4,4.0
0.7496369294891021,0.001587256582240354,0.03984038883144031,0.45040732136110134,4096,64,64,6,cluster_nn,cluster,8,8.0
0.7496369294891021,0.0009138008546926041,0.030229139165589947,0.49526331124663625,1024,32,32,6,cluster_nn,cluster,16,16.0
