mean,variance,std_dev,morans_I,n,shape_r,shape_c,run,label,method,factor,pixel_size_rel
0.7496369294891021,0.0005510608336977925,0.023474684954175477,0.3801660203871794,256,16,16,6,cluster_nn,cluster,32,32.0
0.7541537606703569,0.0023072086319690438,0.04803341162117307,0.6365530631240179,262144,512,512,7,cluster_nn,cluster,1,1.0
0.754153760670357,0.0016173999598071578,0.04021691136583164,0.6233259905953914,65536,256,256,7,cluster_nn,cluster,2,2.0
0.754153760670357,0.0011074986608064397,0.03327910246395536,0.6477722390928845,16384,128,128,7,cluster_nn,cluster,4,4.0
0.754153760670357,0.0007811439019752753,0.02794895171514086,0.7657932381281961,4096,64,64,7,cluster_nn,cluster,8,8.0
0.7541537606703571,0.0006301205806247328,0.02510220270463795,0.7667550945850514,1024,32,32,7,cluster_nn,cluster,16,16.0
0.754153760670357,0.0005029650919429448,0.022426883241836008,0.5178392185953729,256,16,16,7,cluster_nn,cluster,32,32.0
0.7479116884335522,0.005941043410371253,0.07707816429035692,0.5708160417296548,262144,512,512,8,cluster_nn,cluster,1,1.0
0.7479116884335522,0.003887149072499489,0.06234700532102155,0.5049695330143904,65536,256,256,8,cluster_nn,cluster,2,2.0
0.7479116884335522,0.002354704831470683,0.04852530094157771,0.4627291286404564,16384,128,128,8,cluster_nn,cluster,4,4.0
0.7479116884335522,0.0014088987965370928,0.03753530067199533,0.49411838923123996,4096,64,64,8,cluster_nn,cluster,8,8.0
0.7479116884335522,0.0009033037497871136,0.030055012057677064,0.48095579908558106,1024,32,32,8,cluster_nn,cluster,16,16.0
0.7479116884335522,0.0005281721353914716,0.02298199589660288,0.38515059878075514,256,16,16,8,cluster_nn,cluster,32,32.0
0.7442757384856206,0.00842321084900132,0.09177805210943038,0.570400823433477,262144,512,512,9,cluster_nn,cluster,1,1.0
0.7442757384856205,0.005462126786218913,0.07390620262345315,0.49825346967959455,65536,256,256,9,cluster_nn,cluster,2,2.0
0.7442757384856205,0.0031772253165611433,0.056366881380480356,0.43029836995668963,16384,128,128,9,cluster_nn,cluster,4,4.0
0.7442757384856205,0.0017094884079168714,0.04134595999510558,0.430549882835039,4096,64,64,9,cluster_nn,cluster,8,8.0
0.7442757384856206,0.0008936832994554753,0.029894536280990803,0.49618592795279687,1024,32,32,9,cluster_nn,cluster,16,16.0
0.7442757384856205,0.0004941890101409346,0.02223036234839492,0.44716929385813253,256,16,16,9,cluster_nn,cluster,32,32.0
